UNIQUE_WELLBORE_IDENTIFIER,WATER_DEPTH
NO 30/6-C-19 BT3,108.6
NO 30/6-C-2,108.6
NO 30/6-C-2 A,108.6
NO 30/6-C-20,108.6
NO 30/6-C-20 B,108.6
NO 30/6-C-20 C,108.6
NO 30/6-C-20 CY1,108.6
NO 30/6-C-20 CY1T2,108.6
NO 30/6-C-20 CY1T3,108.6
NO 30/6-C-20 CY1T4,108.6
NO 30/6-C-20 CY2,108.6
NO 30/6-C-20 D,108.6
NO 30/6-C-20 T2,108.6
NO 30/6-C-21,108.6
NO 30/6-C-21 A,108.6
NO 30/6-C-21 AT2,108.6
NO 30/6-C-22,108.6
NO 30/6-C-23,108.6
NO 30/6-C-23 A,108.6
NO 30/6-C-24,108.6
NO 30/6-C-24 A,108.6
NO 30/6-C-24 BY1,108.6
NO 30/6-C-24 T2,108.6
NO 30/6-C-24 T3,108.6
NO 30/6-C-26,108.6
NO 25/11-G-17,127.5
NO 25/11-G-17 A,127.5
NO 25/11-G-17 B,127.5
NO 25/11-G-17 BY1,127.5
NO 25/11-G-17 BY2,127.5
NO 25/11-G-17 CY1,127.5
NO 25/11-G-17 CY2,127.5
NO 25/11-G-17 CY2T2,127.5
NO 25/11-G-17 CY2T3,127.5
NO 25/11-G-17 CY2T4,127.5
NO 25/11-G-17 T2,127.5
NO 25/11-G-18,127.5
NO 25/11-G-18 AY1,127.5
NO 25/11-G-18 AY2,127.5
NO 25/11-G-18 AY3,127.5
NO 25/11-G-19,127.5
NO 25/11-G-19 AT2,127.5
NO 25/11-G-19 AT3,127.5
NO 25/11-G-19 C,127.5
NO 25/11-G-19 D,127.5
NO 25/11-G-19 EY1,127.5
NO 25/11-G-19 EY1T2,127.5
NO 25/11-G-19 EY2,127.5
NO 25/11-G-19 EY2T2,127.5
NO 25/11-G-2 A,127.5
NO 25/11-G-2 BY1,127.5
NO 30/9-F-17 C,101.0
NO 30/9-F-17 T2,101.0
NO 30/9-F-18,101.0
NO 30/9-F-18 A,101.0
NO 30/9-F-18 B,101.0
NO 30/9-F-19,101.0
NO 30/9-F-19 B,101.0
NO 30/9-F-2 A,101.0
NO 30/9-F-2 B,101.0
NO 30/9-F-20,101.0
NO 30/9-F-20 A,101.0
NO 30/9-F-20 B,101.0
NO 30/9-F-21,101.0
NO 30/9-F-21 A,101.0
NO 30/9-F-21 T2,101.0
NO 30/9-F-21 T4,101.0
NO 30/9-F-22 T2,101.0
NO 30/9-F-22 T3,101.0
NO 30/9-F-22 T4,101.0
NO 30/9-F-23,101.0
NO 30/9-F-23 A,101.0
NO 30/9-F-24,101.0
NO 30/9-F-24 A,101.0
NO 30/9-F-25,101.0
NO 25/8-B-29,127.0
NO 25/8-B-29 A,127.0
NO 25/8-B-3,127.0
NO 25/8-B-30,127.0
NO 25/8-B-31,127.0
NO 25/8-B-32,127.0
NO 25/8-B-4,127.0
NO 25/8-B-7,127.0
NO 25/8-B-8,127.0
NO 25/8-C-1,128.0
NO 25/8-C-1 A,128.0
NO 25/8-C-10,128.5
NO 25/8-C-10 A,128.5
NO 25/8-C-11,128.5
NO 25/8-C-11 A,128.5
NO 25/8-C-12,128.5
NO 25/8-C-12 T2,128.5
NO 25/8-C-13,128.5
NO 25/8-C-13 A,128.5
NO 25/8-C-13 B,128.5
NO 25/8-C-13 C,128.5
NO 25/8-C-14,128.5
NO 25/8-C-14 B,128.5
NO 25/8-C-15,128.5
NO 25/8-C-15 B,128.5
NO 25/8-C-18,128.5
NO 25/8-C-18 A,128.5
NO 25/8-C-18 B,128.5
NO 25/8-C-18 T2,128.5
NO 25/8-C-19,128.5
NO 30/6-C-26 A,108.6
NO 30/6-C-26 B,108.6
NO 30/6-C-26 BT2,108.6
NO 30/6-C-26 BT3,108.6
NO 30/6-C-26 BT4,108.6
NO 30/6-C-26 BT5,108.6
NO 30/6-C-26 T2,108.6
NO 30/6-C-3,108.6
NO 30/6-C-3 B,108.6
NO 30/6-C-4,108.6
NO 30/6-C-4 A,108.6
NO 30/6-C-5,108.6
NO 30/6-C-5 A,108.6
NO 30/6-C-5 T2,108.6
NO 30/6-C-6,108.6
NO 30/6-C-6 A,108.6
NO 30/6-C-6 B,108.6
NO 30/6-C-6 C,108.6
NO 30/6-C-6 D,108.6
NO 30/6-C-6 E,108.6
NO 30/6-C-6 T2,108.6
NO 30/6-C-7,108.6
NO 30/6-C-7 A,108.6
NO 30/6-C-7 BT2,108.6
NO 30/6-C-7 BT3,108.6
NO 25/11-G-2 BY1T2,127.5
NO 25/11-G-2 BY1T3,127.5
NO 25/11-G-2 BY2,127.5
NO 25/11-G-2 Y1,127.5
NO 25/11-G-2 Y2,127.5
NO 25/11-G-2 Y2T2,127.5
NO 25/11-G-2 Y3,127.5
NO 25/11-G-2 Y3T2,127.5
NO 25/11-G-20,127.5
NO 25/11-G-20 A,127.5
NO 25/11-G-20 B,127.5
NO 25/11-G-20 T2,127.5
NO 25/11-G-21,127.5
NO 25/11-G-21 A,127.5
NO 25/11-G-21 AT2,127.5
NO 25/11-G-21 BY1,127.5
NO 25/11-G-21 BY1T2,127.5
NO 25/11-G-21 BY1T3,127.5
NO 25/11-G-21 BY2,127.5
NO 25/11-G-21 BY3,127.5
NO 25/11-G-22,127.5
NO 25/11-G-22 A,127.5
NO 25/11-G-22 B,127.5
NO 25/11-G-22 BY1,127.5
NO 25/11-G-22 BY1T2,127.5
NO 30/9-F-25 T2,101.0
NO 30/9-F-26,101.0
NO 30/9-F-26 A,101.0
NO 30/9-F-26 B,101.0
NO 30/9-F-26 C,101.0
NO 30/9-F-26 CT2,101.0
NO 30/9-F-26 D,101.0
NO 30/9-F-27,101.0
NO 30/9-F-27 A,101.0
NO 30/9-F-28,101.0
NO 30/9-F-28 AT2,101.0
NO 30/9-F-28 B,101.0
NO 30/9-F-28 D,101.0
NO 30/9-F-28 E,101.0
NO 30/9-F-28 F,101.0
NO 30/9-F-29 Y1,101.0
NO 30/9-F-29 Y2,101.0
NO 30/9-F-30,101.0
NO 30/9-F-30 A,101.0
NO 30/9-F-31 T2,101.0
NO 30/9-F-31 T4,101.0
NO 25/8-C-19 A,128.5
NO 25/8-C-19 B,128.5
NO 25/8-C-20,128.5
NO 25/8-C-21,128.5
NO 25/8-C-23,128.5
NO 25/8-C-23 A,128.5
NO 25/8-C-23 B,128.5
NO 25/8-C-24,128.5
NO 25/8-C-24 A,128.5
NO 25/8-C-3,128.0
NO 25/8-C-4,128.5
NO 25/8-C-5,128.5
NO 25/8-C-6,128.5
NO 25/8-C-7,128.5
NO 25/8-C-7 T2,128.5
NO 25/8-C-8,128.5
NO 25/8-C-8 A,128.5
NO 25/8-C-9,128.5
NO 25/8-D-1 H,126.0
NO 25/8-E-1 H,126.0
NO 25/8-U-10,126.0
NO 25/8-U-11,126.0
NO 25/8-U-12,126.0
NO 25/8-U-13,126.0
NO 25/8-U-15,127.2
NO 25/8-U-16,127.4
NO 25/8-U-17,128.0
NO 25/8-U-18,126.5
NO 25/8-U-19,127.2
NO 25/8-U-2,126.0
NO 25/8-U-20,127.5
NO 30/6-C-7 C,108.6
NO 30/6-C-7 D,108.6
NO 30/6-C-8,108.6
NO 30/6-C-8 A,108.6
NO 30/6-C-8 B,108.6
NO 30/6-C-8 C,108.6
NO 30/6-C-8 CT2,108.6
NO 30/6-C-8 D,108.6
NO 30/6-C-8 DT2,108.6
NO 30/6-C-8 E,108.6
NO 30/6-C-9,108.6
NO 30/6-C-9 A,108.6
NO 30/6-E-1,157.7
NO 30/6-E-1 A,157.7
NO 30/6-E-10,157.7
NO 30/6-E-10 A,157.7
NO 30/6-E-11,157.7
NO 30/6-E-11 B,157.7
NO 30/6-E-11 C,157.7
NO 30/6-E-12,157.7
NO 30/6-E-12 A,157.7
NO 30/6-E-13,157.7
NO 30/6-E-14,157.7
NO 30/6-E-14 A,157.7
NO 25/11-G-22 BY2,127.5
NO 25/11-G-22 CY1,127.5
NO 25/11-G-22 CY2,127.5
NO 25/11-G-23,127.5
NO 25/11-G-23 A,127.5
NO 25/11-G-24,127.5
NO 25/11-G-25,127.5
NO 25/11-G-25 A,127.5
NO 25/11-G-25 AY1,127.5
NO 25/11-G-25 AY1T2,127.5
NO 25/11-G-25 AY2,127.5
NO 25/11-G-25 AY3,127.5
NO 25/11-G-25 T2,127.5
NO 25/11-G-26,127.5
NO 25/11-G-27,127.5
NO 25/11-G-28,127.5
NO 25/11-G-28 AY,127.5
NO 25/11-G-29,127.5
NO 25/11-G-29 Y2,127.5
NO 25/11-G-29 Y3,127.5
NO 25/11-G-3,127.5
NO 25/11-G-3 AY1,127.5
NO 25/11-G-3 AY1T2,127.5
NO 25/11-G-3 AY2,127.5
NO 25/11-G-3 AY2T2,127.5
NO 30/9-F-5,101.0
NO 30/9-F-5 A,101.0
NO 30/9-F-5 B,101.0
NO 30/9-F-6,101.0
NO 30/9-F-7,101.0
NO 30/9-F-7 A,101.0
NO 30/9-F-7 AT2,101.0
NO 30/9-F-7 AT3,101.0
NO 30/9-F-7 B,101.0
NO 30/9-F-7 BT2,101.0
NO 30/9-F-7 T2,101.0
NO 30/9-F-8 Y1,101.0
NO 30/9-F-8 Y1T2,101.0
NO 30/9-F-8 Y2,101.0
NO 30/9-F-9,101.0
NO 30/9-F-9 AY1T2,101.0
NO 30/9-F-9 AY1T3,101.0
NO 30/9-F-9 AY1T4,101.0
NO 30/9-F-9 AY2,101.0
NO 30/9-G-41 H,
NO 30/9-G-42 H,
NO 30/9-G-43 H,
NO 30/9-G-44 BH,
NO 30/9-J-11 AH,102.0
NO 30/9-J-11 H,102.0
NO 25/8-U-21,126.0
NO 25/8-U-22,126.0
NO 25/8-U-23,126.0
NO 25/8-U-24,126.0
NO 25/8-U-25,126.0
NO 25/8-U-3,126.0
NO 25/8-U-4,126.0
NO 25/8-U-5,126.0
NO 25/8-U-6,126.0
NO 25/8-U-7,126.0
NO 25/8-U-8,126.0
NO 25/9-2 A,122.0
NO 25/9-2 B,122.0
NO 25/9-2 S,122.0
NO 25/9-3,121.5
NO 25/9-4,116.0
NO 26/10-1,140.0
NO 26/4-1,121.0
NO 26/4-2,131.0
NO 27/9-U-1,155.0
NO 27/9-U-2,155.0
NO 29/3-1,131.0
NO 29/6-1,124.7
NO 29/9-1,104.0
NO 3/4-1,48.0
NO 3/4-2 S,51.0
NO 3/5-1,63.7
NO 3/5-2,67.0
NO 3/6-1,64.0
NO 3/7-1,63.0
NO 3/7-2,52.0
NO 30/6-E-14 C,157.7
NO 30/6-E-15,157.7
NO 30/6-E-15 AT3,157.7
NO 30/6-E-15 B,157.7
NO 30/6-E-2,157.7
NO 30/6-E-2 A,157.7
NO 30/6-E-2 T2,157.7
NO 30/6-E-2 T3,157.7
NO 30/6-E-3,157.7
NO 30/6-E-3 A,157.7
NO 30/6-E-3 B,157.7
NO 30/6-E-3 T2,157.7
NO 30/6-E-4 A,157.7
NO 30/6-E-4 B,157.7
NO 30/6-E-4 BT2,157.7
NO 30/6-E-4 BT3,157.7
NO 30/6-E-4 BT4,157.7
NO 30/6-E-5,157.7
NO 30/6-E-5 A,157.7
NO 30/6-E-5 AT2,157.7
NO 30/6-E-5 B,157.7
NO 30/6-E-5 BT3,157.7
NO 30/6-E-6,157.7
NO 25/11-G-3 AY3,127.5
NO 25/11-G-3 AY3T2,127.5
NO 25/11-G-3 T3,127.5
NO 25/11-G-30 AY,127.5
NO 25/11-G-30 AY1,127.5
NO 25/11-G-30 AY1T2,127.5
NO 25/11-G-30 AY2,127.5
NO 25/11-G-30 AY3,127.5
NO 25/11-G-30 Y1,127.5
NO 25/11-G-30 Y2,127.5
NO 25/11-G-31,127.5
NO 25/11-G-31 A,127.5
NO 25/11-G-31 AY3,127.5
NO 25/11-G-31 BY1,127.5
NO 25/11-G-31 BY1T2,127.5
NO 25/11-G-31 BY1T3,127.5
NO 25/11-G-31 BY2,127.5
NO 25/11-G-31 T2,127.5
NO 25/11-G-32,127.5
NO 25/11-G-33,127.5
NO 25/11-G-33 Y,127.5
NO 25/11-G-34,127.5
NO 25/11-G-34 A,127.5
NO 25/11-G-34 AY,127.5
NO 25/11-G-34 AY1,127.5
NO 25/11-G-35,127.5
NO 30/9-J-12 H,102.0
NO 30/9-J-12 HT2,102.0
NO 30/9-J-12 HT3,102.0
NO 30/9-J-12 HT4,102.0
NO 30/9-J-12 HT5,102.0
NO 30/9-J-12 HT6,102.0
NO 30/9-J-13 AH,102.0
NO 30/9-J-13 H,102.0
NO 30/9-J-14 AH,102.0
NO 30/9-J-14 BH,102.0
NO 30/9-J-14 H,102.0
NO 30/9-J-15 HT2,102.0
NO 30/9-J-15 HT3,102.0
NO 30/9-J-16 H,102.0
NO 30/9-J-16 HT3,102.0
NO 30/9-K-11 AH,106.0
NO 30/9-K-11 H,106.0
NO 30/9-K-12 H,106.0
NO 30/9-K-13 AH,106.0
NO 30/9-K-13 H,106.0
NO 30/9-K-14 AH,106.0
NO 30/9-K-14 H,106.0
NO 30/9-L-51 H,102.0
NO 30/9-L-52 AH,102.0
NO 30/9-L-52 H,102.0
NO 3/7-3,67.0
NO 3/7-4,66.0
NO 3/7-4 T2,66.0
NO 3/7-5,67.0
NO 3/7-6,64.0
NO 3/7-8 S,65.0
NO 3/7-9 S,64.0
NO 3/7-A-1 AH,65.4
NO 3/7-A-1 H,65.4
NO 3/7-A-2 H,65.0
NO 3/7-U-7,65.0
NO 3/7-U-8,65.0
NO 3/8-1,65.5
NO 3/8-U-1,65.3
NO 3/8-U-2,65.7
NO 3/8-U-3,65.9
NO 30/10-2,104.0
NO 30/10-3,106.0
NO 30/10-4,104.0
NO 30/10-5,106.0
NO 30/10-6,91.0
NO 30/10-7,106.0
NO 30/10-7 T2,106.0
NO 30/10-A-1,103.0
NO 30/10-A-10,103.0
NO 30/10-A-2,103.0
NO 30/10-A-3,103.0
NO 30/10-A-4,103.0
NO 30/10-A-5,103.0
NO 30/6-E-6 A,157.7
NO 30/6-E-6 C,157.7
NO 30/6-E-6 T2,157.7
NO 30/6-E-7,157.7
NO 30/6-E-7 T2,157.7
NO 30/6-E-8,157.7
NO 30/6-E-8 A,157.7
NO 30/6-E-8 T2,157.7
NO 30/6-E-9 A,157.7
NO 30/6-E-9 B,157.7
NO 30/6-E-9 C,157.7
NO 30/6-G-41 AH,108.0
NO 30/6-G-42,108.0
NO 30/6-G-42 A,108.0
NO 30/6-G-42 AH,108.0
NO 30/6-G-43 Y1H,108.0
NO 30/6-G-43 Y1HT2,108.0
NO 30/6-G-43 Y2H,108.0
NO 30/6-G-44 BH,108.0
NO 30/6-G-44 H,108.0
NO 30/6-G-44 HT2,108.0
NO 30/6-H-1,108.9
NO 30/6-H-2,108.9
NO 30/6-H-2 A,108.9
NO 30/6-H-3 Y1,108.9
NO 25/11-G-35 A,127.5
NO 25/11-G-35 AT2,127.5
NO 25/11-G-35 BY,127.5
NO 25/11-G-36,127.5
NO 25/11-G-37,127.5
NO 25/11-G-37 A,127.5
NO 25/11-G-37 AT2,127.5
NO 25/11-G-37 CY1,127.5
NO 25/11-G-37 CY2,127.5
NO 25/11-G-37 T2,127.5
NO 25/11-G-38,127.5
NO 25/11-G-38 AY,127.5
NO 25/11-G-38 AY1,127.5
NO 25/11-G-38 AY1T2,127.5
NO 25/11-G-38 AY2,127.5
NO 25/11-G-38 AY2T2,127.5
NO 25/11-G-38 AY2T3,127.5
NO 25/11-G-38 AY3,127.5
NO 25/11-G-38 T2,127.5
NO 25/11-G-38 T3,127.5
NO 25/11-G-38 T4,127.5
NO 25/11-G-39 AY1,127.5
NO 25/11-G-39 AY1T2,127.5
NO 25/11-G-39 AY2,127.5
NO 25/11-G-39 BY1,127.5
NO 25/11-G-39 BY2,127.5
NO 9/2-11,101.0
NO 9/2-2,77.0
NO 9/2-4 S,91.5
NO 9/2-4 ST2,91.5
NO 9/2-7 S,77.0
NO 9/2-8 S,92.8
NO 9/2-8 ST2,92.8
NO 9/2-8 ST3,92.8
NO 9/2-8 ST4,92.8
NO 9/2-9 S,77.0
NO 9/2-A-1,92.8
NO 9/2-A-1 A,92.8
NO 9/2-A-1 T2,92.8
NO 9/2-A-2 B,92.8
NO 9/2-A-3,93.0
NO 9/2-A-4,92.8
NO 9/2-A-4 A,92.8
NO 9/2-A-4 B,92.8
NO 9/2-A-4 BT2,92.8
NO 9/2-A-5,92.8
NO 9/2-A-8,92.8
NO 9/2-A-8 T2,92.8
NO 9/2-B-2 H,77.0
NO 9/2-B-3 H,77.0
NO 9/2-B-4 H,77.0
NO 9/2-C-1,95.0
NZ MANGAPIKO-2,
NZ MANGATAWA-1,
NZ MANU-1,
NZ MANUTAHI-1,
NZ MANUTAHI-A1,
NZ MANUTAHI-B1,
NZ MANUTAHI-C1,
NZ MANUTAHI-D1,
NZ MANUTAHI-D2H,
NZ MANUTAHI-D3H,
NZ MANUTAHI-D3H ST1,
NZ MANUTAHI-D3H ST2,
NZ MANUTAHI-D4H,
NZ MANUTAHI-D4H ST1,
NZ MANUTAHI-D4H ST2,
NZ MANUTAHI-G1,
NZ MASON RIDGE-1,
NZ MATATA-1C,
NZ MATIRI-1,
NZ MATUKU-1,130.0
NZ MAUI A-10F,109.0
NZ MAUI A-11K,108.0
NZ MAUI A-12L,108.0
NZ MAUI A-13O,108.0
NZ MAUI A-14H,108.0
NZ MAUI A-1G,109.0
NZ MAUI A-2N,108.0
NZ MAUI A-3P,108.0
NZ MAUI A-4D,108.0
NZ MAUI A-5C,108.0
NZ MAUI A-6E,108.0
NZ MAUI A-7B,108.0
NZ MAUI A-8A,108.0
NZ MAUI A-9M,108.0
NZ MAUI B-6,109.0
NZ MAUI B-6A,109.0
NZ MAUI B-6B,109.0
NZ MAUI B-6C,109.0
NZ MAUI B-6D,109.0
NO 6507/8-6,354.0
NO 6507/8-7,333.0
NO 6507/8-8,329.0
NO 6507/8-9,358.0
NO 6507/8-D-1 AH,357.0
NO 6507/8-D-1 BH,357.0
NO 6507/8-D-1 H,357.0
NO 6507/8-D-1 HT2,357.0
NO 6507/8-D-2 BH,357.0
NO 6507/8-D-2 DH,357.0
NO 6507/8-D-2 H,357.0
NO 6507/8-D-3 AH,357.0
NO 6507/8-D-3 AHT2,357.0
NO 6507/8-D-3 CH,357.0
NO 6507/8-D-3 H,357.0
NO 6507/8-D-4 AH,357.0
NO 6507/8-D-4 BH,357.0
NO 6507/8-D-4 BHT2,357.0
NO 6507/8-D-4 H,357.0
NO 6507/8-D-5 H,359.3
NO 6507/8-E-1 AH,355.0
NO 6507/8-E-1 BH,355.0
NO 6507/8-E-1 CH,355.0
NO 6507/8-E-1 H,355.0
NO 7018/5-U-2,225.0
NO 7018/5-U-3,0.0
NO 7018/5-U-4,0.0
NO 7018/5-U-5,0.0
NO 7018/5-U-6,230.0
NO 7018/6-U-1,0.0
NO 7018/6-U-2,0.0
NO 7018/7-U-1,189.0
NO 7019/1-1,190.0
NO 7020/4-U-1,0.0
NO 7022/2-U-1,59.0
NO 7029/3-U-1,366.0
NO 7029/3-U-2,308.0
NO 7029/3-U-3,0.0
NO 7029/3-U-4,0.0
NO 7030/3-U-1,308.0
NO 7117/9-1,260.0
NO 7117/9-2,271.0
NO 7119/12-1,200.0
NO 7119/12-2,180.0
NO 7119/12-2 T2,180.0
NO 7119/12-3,211.0
NO 7119/12-U-1,192.0
NO 7119/7-1,238.0
NO 7119/9-1,201.0
NO 7120/1-1,342.0
NO 7120/1-1 R,342.0
NO 7120/1-1 R2,342.0
NO 7120/1-1 RT2,342.0
NO 7120/1-2,304.5
NO 7120/1-3,342.0
NO 7120/1-4 S,331.5
NO 9/2-C-2,95.0
NO 9/2-C-2 A,95.0
NO 9/2-C-3,95.0
NO 9/2-C-4,95.0
NO 9/2-C-5,95.0
NO 9/2-C-6,95.0
NO 9/2-C-7,93.0
NO 9/2-C-8,95.0
NO 9/2-C-9,95.0
NO 9/2-D-1 H,95.0
NO 9/2-D-3 H,95.0
NO 9/2-U-1,
NO 9/2-U-2,
NO 9/2-U-3,
NO 9/2-U-5,
NO 9/3-1,99.0
NO 9/3-2,101.0
NO 9/4-1,68.0
NO 9/4-2,70.0
NO 9/4-3,72.0
NO 9/4-4,78.0
NO 9/4-5,77.0
NO 9/4-U-1,77.1
NO 9/4-U-2,77.1
NO 9/4-U-3,77.1
NO 9/4-U-4,77.2
NO 9/4-U-5,77.1
NO 9/8-1,68.0
NO Black Vulture,
NO DSDP 38-338,1297.0
NO DSDP 38-339,1262.0
NO DSDP 38-340,1206.0
NZ MAUI B-7,109.0
NZ MAUI B-7A,109.0
NZ MAUI B-7B,109.0
NZ MAUI SOUTH-1,90.0
NZ MAUI-1,111.5
NZ MAUI-2,109.4
NZ MAUI-3,109.4
NZ MAUI-4,103.63
NZ MAUI-5,108.2
NZ MAUI-6,114.0
NZ MAUI-7,112.0
NZ MAUI-B11,108.0
NZ MAUKU-1,
NZ MAWHERA-1,
NZ MB-03A,110.0
NZ MB-04B,100.0
NZ MB-05B,110.5
NZ MB-07C,105.0
NZ MB-07D,105.0
NZ MB-07E,105.0
NZ MB-07F,105.0
NZ MB-08A,100.0
NZ MB-11A,110.5
NZ MB-11B,100.0
NZ MB-11C,108.0
NZ MB-11D,108.0
NZ MB-N5,108.0
NZ MB-N5-A,108.0
NZ MB-P8,108.0
NZ MB-Q10,108.0
NZ MB-R1,113.0
NZ MB-S12,108.0
NZ MB-T9,108.0
NZ MB-V3,113.0
NZ MB-W2,113.0
NZ MB-X4,108.0
NZ MB-X4-A,108.0
NZ MB-Z11,108.0
NZ MCKEE DISPOSAL-1,
NZ MCKEE-1,
NZ MCKEE-10,
NO 6507/8-E-2 BH,355.0
NO 6507/8-E-3 BH,355.0
NO 6507/8-E-3 CH,355.0
NO 6507/8-E-3 EH,355.0
NO 6507/8-E-3 GH,355.0
NO 6507/8-E-3 H,355.0
NO 6507/8-E-4 AH,355.0
NO 6507/8-E-4 H,355.0
NO 6507/8-F-1 AH,358.1
NO 6507/8-F-1 BH,358.1
NO 6507/8-F-1 H,358.1
NO 6507/8-F-2 AH,358.1
NO 6507/8-F-2 H,358.1
NO 6507/8-F-2 HT3,358.1
NO 6507/8-F-3 AH,358.1
NO 6507/8-F-3 H,358.1
NO 6507/8-F-4 AH,358.1
NO 6507/8-F-4 BH,358.1
NO 6507/8-F-4 H,358.1
NO 6507/8-U-1,329.5
NO 6507/8-U-2,358.0
NO 6507/9-U-8,
NO 6508/1-1 A,390.0
NO 6508/1-1 S,390.0
NO 6508/1-2,395.0
NO 7120/1-5,344.0
NO 7120/1-U-1,342.0
NO 7120/1-U-2,332.0
NO 7120/10-1,183.0
NO 7120/10-2,186.0
NO 7120/12-1,167.0
NO 7120/12-2,164.0
NO 7120/12-3,183.0
NO 7120/12-4,178.0
NO 7120/12-5,187.0
NO 7120/2-1,387.0
NO 7120/2-3 S,311.5
NO 7120/2-U-1,312.0
NO 7120/5-1,296.0
NO 7120/6-3 S,327.0
NO 7120/6-U-1,317.0
NO 7120/7-2,241.0
NO 7120/7-3,259.0
NO 7120/8-1,269.5
NO 7120/8-2,245.0
NO 7120/8-3,280.5
NO 7120/8-4,275.0
NO 7120/8-U-4,275.0
NO 7120/9-1,320.0
NO 7120/9-2,293.5
NO 7120/9-2 T2,293.5
NO 7121/1-1,369.0
NO DSDP 38-341,1439.0
NO DSDP 38-342,1303.0
NO DSDP 38-343,3131.0
NO DSDP 38-344,2156.0
NO Garantiana,
GB 211/14a- 11,524.1
GB 9/13a-B87,389.0092
NO Hercules,
NO Kvitvola,
NO Lindarormen,
NO Lupus,
NO MOLLEGATAN,
NO ODP 104-644-A,1225.2
NO ODP 104-644-B,1225.0
NO ODP 151-907-A,1801.0
NO ODP 151-908-A,1273.5
NO ODP 151-908-B,1273.0
NO ODP 151-909-A,2519.0
NO ODP 151-909-B,2519.1
NO ODP 151-909-C,2517.7
NO ODP 151-910-A,556.4
NO ODP 151-910-B,557.0
NO ODP 151-910-C,556.4
NO ODP 151-910-D,556.5
NO ODP 151-911-A,901.6
NO ODP 151-911-B,901.0
NO ODP 151-911-C,902.0
NO ODP 151-912-A,1036.8
NO ODP 151-912-B,1037.5
NO ODP 151-912-C,1036.6
NO ODP 162-986-A,2051.5
NO ODP 162-986-B,2053.0
NO ODP 162-986-C,2052.0
NO ODP 162-986-D,2051.5
NO 25/4-14 A,122.0
NO 25/4-14 S,122.0
NO Pelikan,
NO RORTUNET,
NO 6507/5-9 S,358.0
NO SARPII-test1 A,111.0
NO SARPII-test1 B,111.0
NO SARPII-test2 A,111.0
NO SARPII-test2 B,111.0
NO 34/10-A-27 C,134.3
NO 6506/12-10 A,285.0
NO 6506/12-11 S,289.0
NO 6506/12-11 SR,289.0
NO 6506/12-12 A,300.5
NO 6506/12-12 S,300.5
NO 6506/12-2,307.0
NO 6506/12-3,307.0
NO 6506/12-4,257.0
NO 6506/12-5,301.0
NO 6506/12-6,272.0
NO 6506/12-7,267.0
NO 6506/12-7 T2,267.0
NO 6506/12-9 S,294.0
NO 6506/12-H-1 H,287.0
NO 6506/12-H-2 H,287.0
NO 6506/12-H-3 HT2,287.0
NO 6506/12-H-4 H,287.0
NO 6506/12-I-1 AH,289.0
NO 6506/12-I-2 H,289.0
NO 6506/12-I-4 H,289.0
NO 6506/12-J-1 H,255.0
NO 6506/12-J-1 HT2,255.0
NO 6506/12-J-2 H,255.0
NO 6506/12-J-3 H,255.0
NO 6508/1-U-2,393.0
NO 6508/5-1,411.0
NO 6510/10-U-1,208.0
NO 6510/10-U-2,295.0
NO 6510/10-U-3,295.0
NO 6510/10-U-4,258.0
NO 6510/10-U-5,255.0
NO 6510/11-U-1,241.0
NO 6510/11-U-2,249.0
NO 6510/2-1 R,325.0
NO 6510/6-U-1,349.0
NO 6510/6-U-2,382.0
NO 6510/6-U-3,387.0
NO 6510/6-U-4,383.0
NO 6511/2-U-1,173.2
NO 6511/4-U-1,298.0
NO 6511/4-U-2,305.0
NO 6602/3-U-1,
NO 6603/12-1,1376.0
NO 6603/5-1 S,1452.0
NO 6604/10-1,1354.0
NO 6604/2-1,1262.0
NO 6604/5-1,1219.0
NO 6604/5-U-1,1219.0
NO 6605/1-1,1157.5
NO 6605/8-1,838.0
NO 6605/8-2,816.0
NO 6605/8-X,818.0
NO 6605/8-Y,818.0
NO 6606/3-U-1,106.0
NO 6607/1-U-1,
NO 6607/12-1,369.0
NO 6607/12-2 S,369.0
NO 7121/1-1 R,369.0
NO 7121/4-1,334.0
NO 7121/4-2,317.0
NO 7121/4-D-1 H,337.0
NO 7121/4-D-2 H,337.0
NO 7121/4-D-4 H,337.0
NO 7121/4-E-2 H,334.0
NO 7121/4-E-3 H,334.0
NO 7121/4-E-4 H,334.0
NO 7121/4-E-4 HT2,334.0
NO 7121/4-F-1 HT2,318.0
NO 7121/4-F-2 H,318.0
NO 7121/4-F-3 H,318.0
NO 7121/4-F-3 HT2,318.0
NO 7121/4-G-1 H,316.0
NO 7121/4-G-3 H,316.0
NO 7121/5-1,336.0
NO 7121/5-2,328.0
NO 7121/5-3,345.0
NO 7121/7-1,329.0
NO 7121/7-2,325.0
NO 7121/7-N-3 H,325.5
NO 7121/7-N-4 H,325.5
NO 7121/8-1,376.0
NO SARPII-test3 A,111.0
NO SARPII-test3 B,111.0
NO SARPII-test4A,211.0
NO SARPII-test4B,211.0
NO SARPII-test5A,222.0
NO SARPII-test5B,222.0
NO Solaris,
NO Vollgrav,
NO WEATHERFORD,
NP SEEP-NPL-000001,
NZ 20101,
NZ 20102,
NZ A1,
NZ A2,
NZ ACCESS ROAD,
NZ AHAURA-2,
NZ AHUROA SOUTH B-1,
NZ AHUROA SOUTH B-1 ST1,
NZ AHUROA-1,
NZ AHUROA-1A,
